DATE_ID,DATE_DAY,DATE_WEEK,DATE_MONTH,DATE_QUARTER,DATE_YEAR,DAY_OF_MONTH,DAY_OF_WEEK_NUMBER,DAY_OF_WEEK_NAME,DAY_OF_WEEK_ABBREVIATION,DAY_OF_WEEK_LETTER,WEEK_NUMBER,WEEK_NAME,WEEK_ABBREVIATION,WEEK_WITH_YEAR,WEEK_YEAR,WEEK_STARTED_ON,WEEK_ENDED_ON,MONTH_NUMBER,MONTH_NAME,MONTH_ABBREVIATION,MONTH_WITH_YEAR,MONTH_STARTED_ON,MONTH_ENDED_ON,QUARTER_NUMBER,DAY_OF_QUARTER,QUARTER_WITH_YEAR,QUARTER_NAME,QUARTER_ABBREVIATION,QUARTER_STARTED_ON,QUARTER_ENDED_ON,DAY_YEAR,DAY_OF_YEAR,YEAR_STARTED_ON,YEAR_ENDED_ON,IS_WEEKEND,IS_FEDERAL_HOLIDAY,IS_FLEETIO_HOLIDAY,HOLIDAY_NAME
2022-02-15,2022-02-15,2022-02-14,2022-02-01,2022-01-01,2022-01-01,15,2,Tuesday,Tue,T,7,Week 7,W7,2022-07,2022,2022-02-14,2022-02-20,2,February,Feb,2022-02,2022-02-01,2022-02-28,1,46,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,46,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-02-16,2022-02-16,2022-02-14,2022-02-01,2022-01-01,2022-01-01,16,3,Wednesday,Wed,W,7,Week 7,W7,2022-07,2022,2022-02-14,2022-02-20,2,February,Feb,2022-02,2022-02-01,2022-02-28,1,47,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,47,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-02-17,2022-02-17,2022-02-14,2022-02-01,2022-01-01,2022-01-01,17,4,Thursday,Thur,R,7,Week 7,W7,2022-07,2022,2022-02-14,2022-02-20,2,February,Feb,2022-02,2022-02-01,2022-02-28,1,48,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,48,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-02-18,2022-02-18,2022-02-14,2022-02-01,2022-01-01,2022-01-01,18,5,Friday,Fri,F,7,Week 7,W7,2022-07,2022,2022-02-14,2022-02-20,2,February,Feb,2022-02,2022-02-01,2022-02-28,1,49,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,49,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-02-19,2022-02-19,2022-02-14,2022-02-01,2022-01-01,2022-01-01,19,6,Saturday,Sat,S,7,Week 7,W7,2022-07,2022,2022-02-14,2022-02-20,2,February,Feb,2022-02,2022-02-01,2022-02-28,1,50,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,50,2022-01-01,2022-12-31,TRUE,FALSE,FALSE,
2022-02-20,2022-02-20,2022-02-14,2022-02-01,2022-01-01,2022-01-01,20,7,Sunday,Sun,S,7,Week 7,W7,2022-07,2022,2022-02-14,2022-02-20,2,February,Feb,2022-02,2022-02-01,2022-02-28,1,51,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,51,2022-01-01,2022-12-31,TRUE,FALSE,FALSE,
2022-02-21,2022-02-21,2022-02-21,2022-02-01,2022-01-01,2022-01-01,21,1,Monday,Mon,M,8,Week 8,W8,2022-08,2022,2022-02-21,2022-02-27,2,February,Feb,2022-02,2022-02-01,2022-02-28,1,52,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,52,2022-01-01,2022-12-31,FALSE,TRUE,FALSE,President’s Day
2022-02-22,2022-02-22,2022-02-21,2022-02-01,2022-01-01,2022-01-01,22,2,Tuesday,Tue,T,8,Week 8,W8,2022-08,2022,2022-02-21,2022-02-27,2,February,Feb,2022-02,2022-02-01,2022-02-28,1,53,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,53,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-02-23,2022-02-23,2022-02-21,2022-02-01,2022-01-01,2022-01-01,23,3,Wednesday,Wed,W,8,Week 8,W8,2022-08,2022,2022-02-21,2022-02-27,2,February,Feb,2022-02,2022-02-01,2022-02-28,1,54,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,54,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-02-24,2022-02-24,2022-02-21,2022-02-01,2022-01-01,2022-01-01,24,4,Thursday,Thur,R,8,Week 8,W8,2022-08,2022,2022-02-21,2022-02-27,2,February,Feb,2022-02,2022-02-01,2022-02-28,1,55,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,55,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-02-25,2022-02-25,2022-02-21,2022-02-01,2022-01-01,2022-01-01,25,5,Friday,Fri,F,8,Week 8,W8,2022-08,2022,2022-02-21,2022-02-27,2,February,Feb,2022-02,2022-02-01,2022-02-28,1,56,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,56,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-02-26,2022-02-26,2022-02-21,2022-02-01,2022-01-01,2022-01-01,26,6,Saturday,Sat,S,8,Week 8,W8,2022-08,2022,2022-02-21,2022-02-27,2,February,Feb,2022-02,2022-02-01,2022-02-28,1,57,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,57,2022-01-01,2022-12-31,TRUE,FALSE,FALSE,
2022-02-27,2022-02-27,2022-02-21,2022-02-01,2022-01-01,2022-01-01,27,7,Sunday,Sun,S,8,Week 8,W8,2022-08,2022,2022-02-21,2022-02-27,2,February,Feb,2022-02,2022-02-01,2022-02-28,1,58,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,58,2022-01-01,2022-12-31,TRUE,FALSE,FALSE,
2022-02-28,2022-02-28,2022-02-28,2022-02-01,2022-01-01,2022-01-01,28,1,Monday,Mon,M,9,Week 9,W9,2022-09,2022,2022-02-28,2022-03-06,2,February,Feb,2022-02,2022-02-01,2022-02-28,1,59,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,59,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-01,2022-03-01,2022-02-28,2022-03-01,2022-01-01,2022-01-01,1,2,Tuesday,Tue,T,9,Week 9,W9,2022-09,2022,2022-02-28,2022-03-06,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,60,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,60,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-02,2022-03-02,2022-02-28,2022-03-01,2022-01-01,2022-01-01,2,3,Wednesday,Wed,W,9,Week 9,W9,2022-09,2022,2022-02-28,2022-03-06,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,61,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,61,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-03,2022-03-03,2022-02-28,2022-03-01,2022-01-01,2022-01-01,3,4,Thursday,Thur,R,9,Week 9,W9,2022-09,2022,2022-02-28,2022-03-06,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,62,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,62,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-04,2022-03-04,2022-02-28,2022-03-01,2022-01-01,2022-01-01,4,5,Friday,Fri,F,9,Week 9,W9,2022-09,2022,2022-02-28,2022-03-06,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,63,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,63,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-05,2022-03-05,2022-02-28,2022-03-01,2022-01-01,2022-01-01,5,6,Saturday,Sat,S,9,Week 9,W9,2022-09,2022,2022-02-28,2022-03-06,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,64,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,64,2022-01-01,2022-12-31,TRUE,FALSE,FALSE,
2022-03-06,2022-03-06,2022-02-28,2022-03-01,2022-01-01,2022-01-01,6,7,Sunday,Sun,S,9,Week 9,W9,2022-09,2022,2022-02-28,2022-03-06,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,65,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,65,2022-01-01,2022-12-31,TRUE,FALSE,FALSE,
2022-03-07,2022-03-07,2022-03-07,2022-03-01,2022-01-01,2022-01-01,7,1,Monday,Mon,M,10,Week 10,W10,2022-10,2022,2022-03-07,2022-03-13,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,66,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,66,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-08,2022-03-08,2022-03-07,2022-03-01,2022-01-01,2022-01-01,8,2,Tuesday,Tue,T,10,Week 10,W10,2022-10,2022,2022-03-07,2022-03-13,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,67,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,67,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-09,2022-03-09,2022-03-07,2022-03-01,2022-01-01,2022-01-01,9,3,Wednesday,Wed,W,10,Week 10,W10,2022-10,2022,2022-03-07,2022-03-13,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,68,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,68,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-10,2022-03-10,2022-03-07,2022-03-01,2022-01-01,2022-01-01,10,4,Thursday,Thur,R,10,Week 10,W10,2022-10,2022,2022-03-07,2022-03-13,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,69,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,69,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-11,2022-03-11,2022-03-07,2022-03-01,2022-01-01,2022-01-01,11,5,Friday,Fri,F,10,Week 10,W10,2022-10,2022,2022-03-07,2022-03-13,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,70,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,70,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-12,2022-03-12,2022-03-07,2022-03-01,2022-01-01,2022-01-01,12,6,Saturday,Sat,S,10,Week 10,W10,2022-10,2022,2022-03-07,2022-03-13,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,71,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,71,2022-01-01,2022-12-31,TRUE,FALSE,FALSE,
2022-03-13,2022-03-13,2022-03-07,2022-03-01,2022-01-01,2022-01-01,13,7,Sunday,Sun,S,10,Week 10,W10,2022-10,2022,2022-03-07,2022-03-13,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,72,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,72,2022-01-01,2022-12-31,TRUE,FALSE,FALSE,
2022-03-14,2022-03-14,2022-03-14,2022-03-01,2022-01-01,2022-01-01,14,1,Monday,Mon,M,11,Week 11,W11,2022-11,2022,2022-03-14,2022-03-20,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,73,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,73,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-15,2022-03-15,2022-03-14,2022-03-01,2022-01-01,2022-01-01,15,2,Tuesday,Tue,T,11,Week 11,W11,2022-11,2022,2022-03-14,2022-03-20,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,74,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,74,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-16,2022-03-16,2022-03-14,2022-03-01,2022-01-01,2022-01-01,16,3,Wednesday,Wed,W,11,Week 11,W11,2022-11,2022,2022-03-14,2022-03-20,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,75,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,75,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-17,2022-03-17,2022-03-14,2022-03-01,2022-01-01,2022-01-01,17,4,Thursday,Thur,R,11,Week 11,W11,2022-11,2022,2022-03-14,2022-03-20,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,76,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,76,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-18,2022-03-18,2022-03-14,2022-03-01,2022-01-01,2022-01-01,18,5,Friday,Fri,F,11,Week 11,W11,2022-11,2022,2022-03-14,2022-03-20,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,77,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,77,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-19,2022-03-19,2022-03-14,2022-03-01,2022-01-01,2022-01-01,19,6,Saturday,Sat,S,11,Week 11,W11,2022-11,2022,2022-03-14,2022-03-20,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,78,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,78,2022-01-01,2022-12-31,TRUE,FALSE,FALSE,
2022-03-20,2022-03-20,2022-03-14,2022-03-01,2022-01-01,2022-01-01,20,7,Sunday,Sun,S,11,Week 11,W11,2022-11,2022,2022-03-14,2022-03-20,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,79,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,79,2022-01-01,2022-12-31,TRUE,FALSE,FALSE,
2022-03-21,2022-03-21,2022-03-21,2022-03-01,2022-01-01,2022-01-01,21,1,Monday,Mon,M,12,Week 12,W12,2022-12,2022,2022-03-21,2022-03-27,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,80,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,80,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-22,2022-03-22,2022-03-21,2022-03-01,2022-01-01,2022-01-01,22,2,Tuesday,Tue,T,12,Week 12,W12,2022-12,2022,2022-03-21,2022-03-27,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,81,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,81,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-23,2022-03-23,2022-03-21,2022-03-01,2022-01-01,2022-01-01,23,3,Wednesday,Wed,W,12,Week 12,W12,2022-12,2022,2022-03-21,2022-03-27,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,82,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,82,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-24,2022-03-24,2022-03-21,2022-03-01,2022-01-01,2022-01-01,24,4,Thursday,Thur,R,12,Week 12,W12,2022-12,2022,2022-03-21,2022-03-27,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,83,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,83,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-25,2022-03-25,2022-03-21,2022-03-01,2022-01-01,2022-01-01,25,5,Friday,Fri,F,12,Week 12,W12,2022-12,2022,2022-03-21,2022-03-27,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,84,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,84,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-26,2022-03-26,2022-03-21,2022-03-01,2022-01-01,2022-01-01,26,6,Saturday,Sat,S,12,Week 12,W12,2022-12,2022,2022-03-21,2022-03-27,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,85,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,85,2022-01-01,2022-12-31,TRUE,FALSE,FALSE,
2022-03-27,2022-03-27,2022-03-21,2022-03-01,2022-01-01,2022-01-01,27,7,Sunday,Sun,S,12,Week 12,W12,2022-12,2022,2022-03-21,2022-03-27,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,86,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,86,2022-01-01,2022-12-31,TRUE,FALSE,FALSE,
2022-03-28,2022-03-28,2022-03-28,2022-03-01,2022-01-01,2022-01-01,28,1,Monday,Mon,M,13,Week 13,W13,2022-13,2022,2022-03-28,2022-04-03,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,87,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,87,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-29,2022-03-29,2022-03-28,2022-03-01,2022-01-01,2022-01-01,29,2,Tuesday,Tue,T,13,Week 13,W13,2022-13,2022,2022-03-28,2022-04-03,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,88,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,88,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-30,2022-03-30,2022-03-28,2022-03-01,2022-01-01,2022-01-01,30,3,Wednesday,Wed,W,13,Week 13,W13,2022-13,2022,2022-03-28,2022-04-03,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,89,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,89,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-03-31,2022-03-31,2022-03-28,2022-03-01,2022-01-01,2022-01-01,31,4,Thursday,Thur,R,13,Week 13,W13,2022-13,2022,2022-03-28,2022-04-03,3,March,Mar,2022-03,2022-03-01,2022-03-31,1,90,2022-1,Quarter 1,Q1,2022-01-01,2022-03-31,2022,90,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-04-01,2022-04-01,2022-03-28,2022-04-01,2022-04-01,2022-01-01,1,5,Friday,Fri,F,13,Week 13,W13,2022-13,2022,2022-03-28,2022-04-03,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,1,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,91,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-04-02,2022-04-02,2022-03-28,2022-04-01,2022-04-01,2022-01-01,2,6,Saturday,Sat,S,13,Week 13,W13,2022-13,2022,2022-03-28,2022-04-03,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,2,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,92,2022-01-01,2022-12-31,TRUE,FALSE,FALSE,
2022-04-03,2022-04-03,2022-03-28,2022-04-01,2022-04-01,2022-01-01,3,7,Sunday,Sun,S,13,Week 13,W13,2022-13,2022,2022-03-28,2022-04-03,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,3,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,93,2022-01-01,2022-12-31,TRUE,FALSE,FALSE,
2022-04-04,2022-04-04,2022-04-04,2022-04-01,2022-04-01,2022-01-01,4,1,Monday,Mon,M,14,Week 14,W14,2022-14,2022,2022-04-04,2022-04-10,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,4,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,94,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-04-05,2022-04-05,2022-04-04,2022-04-01,2022-04-01,2022-01-01,5,2,Tuesday,Tue,T,14,Week 14,W14,2022-14,2022,2022-04-04,2022-04-10,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,5,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,95,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-04-06,2022-04-06,2022-04-04,2022-04-01,2022-04-01,2022-01-01,6,3,Wednesday,Wed,W,14,Week 14,W14,2022-14,2022,2022-04-04,2022-04-10,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,6,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,96,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-04-07,2022-04-07,2022-04-04,2022-04-01,2022-04-01,2022-01-01,7,4,Thursday,Thur,R,14,Week 14,W14,2022-14,2022,2022-04-04,2022-04-10,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,7,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,97,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-04-08,2022-04-08,2022-04-04,2022-04-01,2022-04-01,2022-01-01,8,5,Friday,Fri,F,14,Week 14,W14,2022-14,2022,2022-04-04,2022-04-10,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,8,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,98,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-04-09,2022-04-09,2022-04-04,2022-04-01,2022-04-01,2022-01-01,9,6,Saturday,Sat,S,14,Week 14,W14,2022-14,2022,2022-04-04,2022-04-10,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,9,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,99,2022-01-01,2022-12-31,TRUE,FALSE,FALSE,
2022-04-10,2022-04-10,2022-04-04,2022-04-01,2022-04-01,2022-01-01,10,7,Sunday,Sun,S,14,Week 14,W14,2022-14,2022,2022-04-04,2022-04-10,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,10,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,100,2022-01-01,2022-12-31,TRUE,FALSE,FALSE,
2022-04-11,2022-04-11,2022-04-11,2022-04-01,2022-04-01,2022-01-01,11,1,Monday,Mon,M,15,Week 15,W15,2022-15,2022,2022-04-11,2022-04-17,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,11,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,101,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-04-12,2022-04-12,2022-04-11,2022-04-01,2022-04-01,2022-01-01,12,2,Tuesday,Tue,T,15,Week 15,W15,2022-15,2022,2022-04-11,2022-04-17,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,12,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,102,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-04-13,2022-04-13,2022-04-11,2022-04-01,2022-04-01,2022-01-01,13,3,Wednesday,Wed,W,15,Week 15,W15,2022-15,2022,2022-04-11,2022-04-17,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,13,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,103,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-04-14,2022-04-14,2022-04-11,2022-04-01,2022-04-01,2022-01-01,14,4,Thursday,Thur,R,15,Week 15,W15,2022-15,2022,2022-04-11,2022-04-17,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,14,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,104,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-04-15,2022-04-15,2022-04-11,2022-04-01,2022-04-01,2022-01-01,15,5,Friday,Fri,F,15,Week 15,W15,2022-15,2022,2022-04-11,2022-04-17,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,15,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,105,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-04-16,2022-04-16,2022-04-11,2022-04-01,2022-04-01,2022-01-01,16,6,Saturday,Sat,S,15,Week 15,W15,2022-15,2022,2022-04-11,2022-04-17,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,16,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,106,2022-01-01,2022-12-31,TRUE,FALSE,FALSE,
2022-04-17,2022-04-17,2022-04-11,2022-04-01,2022-04-01,2022-01-01,17,7,Sunday,Sun,S,15,Week 15,W15,2022-15,2022,2022-04-11,2022-04-17,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,17,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,107,2022-01-01,2022-12-31,TRUE,FALSE,FALSE,
2022-04-18,2022-04-18,2022-04-18,2022-04-01,2022-04-01,2022-01-01,18,1,Monday,Mon,M,16,Week 16,W16,2022-16,2022,2022-04-18,2022-04-24,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,18,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,108,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-04-19,2022-04-19,2022-04-18,2022-04-01,2022-04-01,2022-01-01,19,2,Tuesday,Tue,T,16,Week 16,W16,2022-16,2022,2022-04-18,2022-04-24,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,19,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,109,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-04-20,2022-04-20,2022-04-18,2022-04-01,2022-04-01,2022-01-01,20,3,Wednesday,Wed,W,16,Week 16,W16,2022-16,2022,2022-04-18,2022-04-24,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,20,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,110,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-04-21,2022-04-21,2022-04-18,2022-04-01,2022-04-01,2022-01-01,21,4,Thursday,Thur,R,16,Week 16,W16,2022-16,2022,2022-04-18,2022-04-24,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,21,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,111,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-04-22,2022-04-22,2022-04-18,2022-04-01,2022-04-01,2022-01-01,22,5,Friday,Fri,F,16,Week 16,W16,2022-16,2022,2022-04-18,2022-04-24,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,22,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,112,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-04-23,2022-04-23,2022-04-18,2022-04-01,2022-04-01,2022-01-01,23,6,Saturday,Sat,S,16,Week 16,W16,2022-16,2022,2022-04-18,2022-04-24,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,23,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,113,2022-01-01,2022-12-31,TRUE,FALSE,FALSE,
2022-04-24,2022-04-24,2022-04-18,2022-04-01,2022-04-01,2022-01-01,24,7,Sunday,Sun,S,16,Week 16,W16,2022-16,2022,2022-04-18,2022-04-24,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,24,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,114,2022-01-01,2022-12-31,TRUE,FALSE,FALSE,
2022-04-25,2022-04-25,2022-04-25,2022-04-01,2022-04-01,2022-01-01,25,1,Monday,Mon,M,17,Week 17,W17,2022-17,2022,2022-04-25,2022-05-01,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,25,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,115,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-04-26,2022-04-26,2022-04-25,2022-04-01,2022-04-01,2022-01-01,26,2,Tuesday,Tue,T,17,Week 17,W17,2022-17,2022,2022-04-25,2022-05-01,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,26,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,116,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
2022-04-27,2022-04-27,2022-04-25,2022-04-01,2022-04-01,2022-01-01,27,3,Wednesday,Wed,W,17,Week 17,W17,2022-17,2022,2022-04-25,2022-05-01,4,April,Apr,2022-04,2022-04-01,2022-04-30,2,27,2022-2,Quarter 2,Q2,2022-04-01,2022-06-30,2022,117,2022-01-01,2022-12-31,FALSE,FALSE,FALSE,
